mass,bin,nevt_ASYM,nevtup_ASYM,nevtdown_ASYM,nevtupup_ASYM,nevtdowndown_ASYM,nevtobs_ASYM,nevtobs_TOY,nevtobserr_TOY
15.7,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0019343445,0.042422365440000005
15.7,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8640201039999997,0.04004954328
15.7,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8799115345,0.0178193912715
15.7,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.953364586,0.06384757703999999
15.7,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.012038757,0.07125342997499999
15.8,Lxy0.2_11.0_pt0_Inf_2isomu,5.1327,7.98699447,3.40092702,12.03566823,2.44624482,3.73403925,4.2179450733,0.11124819287999999
15.8,Lxy0.2_11.0_pt0_Inf_012isomu,9.5274,14.00908896,6.64345602,20.01420918,4.9123274399999985,8.82618336,9.533306988,0.11211939594
15.8,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.902102749,0.03695328
15.8,Lxy0.2_11.0_pt25_Inf_2isomu,2.0274,3.85368192,1.0747247400000002,6.1604576400000015,0.62565564,1.95927936,2.92675464,0.024704679960000003
15.8,Lxy0.2_11.0_pt25_Inf_012isomu,8.05095,11.998330785,5.5744777800000005,17.349797249999998,4.08827241,7.792514505,8.428539555,0.19953957537
15.8,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9073374760000004,0.05317024842
15.8,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9386518525,0.044712891404999996
15.8,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.625985956,0.04168230456
15.8,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9881153575000003,0.041787423404999996
15.8,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.99166606,0.03929542896
15.8,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.7427609755,0.067996922175
15.8,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9116999619999997,0.036483835560000004
15.8,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.00877008,0.05123653326
15.8,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.941442595,0.032712698655
15.8,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.968969602,0.046167209220000005
15.8,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.81114379,0.064397826675
15.8,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9956634039999996,0.05664082704
15.8,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9356109055,0.07216725379500001
15.8,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.893116156,0.03419189688
15.8,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9278160730000002,0.027598133745
15.9,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9876534414999996,0.072550644075
15.9,Lxy0.2_11.0_pt0_Inf_2isomu,4.52655,7.0794,2.93085,10.69605,1.8387,4.8897,5.0683500000000015,0.0941391
15.9,Lxy0.2_11.0_pt0_Inf_012isomu,9.17595,13.546454985,6.398389935000001,19.40713425,4.73111982,11.001046455,11.751180367500002,0.07832196354149999
15.9,Lxy0.2_11.0_pt25_Inf_2isomu,2.2734,4.2126102,1.31766264,6.907725900000001,0.81705996,2.04856074,2.8497069,0.05079412152
15.9,Lxy0.2_11.0_pt25_Inf_012isomu,8.05095,11.998330785,5.5430790750000005,17.337720825,4.08827241,8.695025999999999,9.3725134425,0.09129052714500001
15.9,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.92680531,0.05311739892
15.9,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9617476525,0.037693500389999995
15.9,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.927208888,0.04295069256
15.9,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0017803725,0.04695838056
15.9,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.959994796,0.05842272
15.9,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.002415507,0.048847424534999996
15.9,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.0382120560000003,0.06492743646
15.9,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.82629517,0.04291513926
15.9,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.1506712964999997,0.19691671545000003
15.9,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.991224046,0.06199842107999999
15.9,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8368186210000004,0.05121224199
15.9,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9754652860000004,0.037880023260000006
15.9,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8530819135,0.042904490265
15.9,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.97542685,0.052643290860000004
15.9,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9883078225,0.032010201405
16.0,Lxy0.2_11.0_pt0_Inf_2isomu,4.576323780000001,7.2577953000000015,2.8415998800000004,10.97738712,1.2869073,5.83925706,6.069724290000001,0.0611812467
16.0,Lxy0.2_11.0_pt0_Inf_012isomu,8.94735,13.244762205,6.238987155,18.99880299,4.61325366,12.7410264,13.1877675855,0.061009832286
16.0,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.985016632,0.05906229504
16.0,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.949141195,0.04366607427
16.0,Lxy0.2_11.0_pt25_Inf_2isomu,2.625,4.5816750000000015,1.5558375,7.6104,1.0150875,2.2099875,2.97740625,0.0285560625
16.0,Lxy0.2_11.0_pt25_Inf_012isomu,7.8048,11.66271264,5.3736048,16.92002592,3.96327744,9.52419744,10.11424032,0.11820525696
16.0,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9745043860000004,0.04330526466
16.0,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.896020855,0.04153356207
16.0,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.6964199260000004,0.04202534586
16.0,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.812260087,0.05646576663
16.0,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.77498311,0.0344549913
16.0,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.88659007,0.040979455335
16.0,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.96120553,0.03951259236
16.0,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.953760355,0.044556994755
16.0,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9211936539999996,0.05500979538
16.0,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.952952002,0.036355676175000004
16.0,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.945465988,0.03728734014
16.0,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8695184245000003,0.02351383398
16.0,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9432751360000005,0.04013794608
16.0,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9415773205,0.06143521293
16.1,Lxy0.2_11.0_pt0_Inf_2isomu,4.494058740000002,7.1451012600000015,2.89233126,10.8893295,1.93120524,6.378259680000001,6.461703504000001,0.07040259288
16.1,Lxy0.2_11.0_pt0_Inf_012isomu,8.7714,13.00184622,6.0829659000000005,18.67606488,4.52253384,13.15359144,13.623475337999999,0.14197212612
16.1,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9127460635,0.02642890887
16.1,Lxy0.2_11.0_pt25_Inf_2isomu,2.8593,4.86509895,1.7453167200000002,7.9316982,1.16144766,2.56279059,3.1597552440000003,0.051348167189999995
16.1,Lxy0.2_11.0_pt25_Inf_012isomu,7.8048,11.66271264,5.3736048,16.92002592,3.96327744,9.47736864,9.912798432,0.13533054912
16.1,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.998257834,0.0489338325
16.1,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.977202592,0.05185546002
16.1,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.934338766,0.04325625876
16.1,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9582447895,0.026095367025
16.1,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.0415175519999997,0.07649340539999999
16.1,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.972390967,0.03004263171
16.1,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.974196898,0.05238365568
16.1,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.916062448,0.053895920099999994
16.1,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9178463860000003,0.026597315745000003
16.1,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.901360678,0.036398315460000004
16.1,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9709089864999996,0.055055190645
16.1,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8219134660000003,0.04609168248
16.1,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.7496512225,0.07222018167000001
16.1,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.962339392,0.02437073016
16.1,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8695376710000002,0.050914113705
16.2,Lxy0.2_11.0_pt0_Inf_2isomu,4.4532,7.044962400000001,2.8968066,10.787876999999998,2.05247988,6.7265586,6.848932536,0.08660405231999999
16.2,Lxy0.2_11.0_pt0_Inf_012isomu,8.9649,13.27074147,6.25122477,19.03606866,4.62230244,11.8695276,12.355156232999999,0.09361507176
16.2,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9244864285000003,0.040113362835
16.2,Lxy0.2_11.0_pt25_Inf_2isomu,3.0117000000000003,5.0644747200000015,1.84587093,8.166826890000001,1.23539934,3.1068697200000006,3.429362556,0.036007584030000005
16.2,Lxy0.2_11.0_pt25_Inf_012isomu,8.05095,11.998330785,5.5430790750000005,17.337720825,4.08827241,8.856045000000002,9.2546475345,0.102405668715
16.2,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8884077460000004,0.0516983418
16.2,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9166531030000002,0.0575624322
16.2,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9105853180000003,0.05369355456
16.2,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8414185345,0.035136987795000005
16.2,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.90499288,0.03399741072
16.2,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9787230655,0.051136603245
16.2,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.915197638,0.038102375519999995
16.2,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8608106980000003,0.06311921483999999
16.2,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.0440841795,0.048915557145
16.2,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.887581372,0.034342950360000006
16.2,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8378194389999996,0.03075051798
16.2,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.991627624,0.057983012159999986
16.2,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9387288385000003,0.04554280048499999
16.2,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.817531762,0.07680589008
16.2,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9696772105,0.03819313953
16.3,Lxy0.2_11.0_pt0_Inf_2isomu,4.4298,7.04293902,2.88911556,10.79630856,2.0244186,6.82100604,7.0022291580000005,0.09046493262
16.3,Lxy0.2_11.0_pt0_Inf_012isomu,8.41995,12.514571685,5.8501812599999985,18.036374895,4.308488415,12.002638725,12.336405543,0.098997562125
16.3,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8749074445,0.028776019545
16.3,Lxy0.2_11.0_pt25_Inf_2isomu,3.0702000000000003,5.16284832,1.8869449200000004,8.30089974,1.22316768,3.54362484,3.61070871,0.04679568138
16.3,Lxy0.2_11.0_pt25_Inf_012isomu,7.450220700000003,11.191688820000005,5.107341915000001,16.273750545000002,3.7251103500000013,9.70164468,10.202861623500002,0.10427334840000002
16.3,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9583804839999996,0.04754994432
16.3,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.951951184,0.04601376234
16.3,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.973870192,0.05527750212
16.3,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9666362635000003,0.054246837645
16.3,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9859198780000002,0.05891335554
16.3,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.6988789555,0.072169178445
16.3,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.844475398,0.030574492739999997
16.3,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.872591332,0.182695917
16.3,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8484627535,0.052145312310000004
16.3,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8514130960000004,0.0402415311
16.3,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8478083725,0.0215214363
16.3,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8004277419999997,0.07890930017999999
16.3,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.945792304,0.06588307908
16.3,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.841400518,0.05653493586
16.3,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9456575785,0.04687985484
16.4,Lxy0.2_11.0_pt0_Inf_2isomu,4.3827,6.98558553,2.85839694,10.72621998,2.0028938999999997,6.37069272,6.615028245,0.056748514409999985
16.4,Lxy0.2_11.0_pt0_Inf_012isomu,8.631,12.793731300000001,5.9855985,18.415964700000004,4.4501436,10.1578239,10.92563766,0.1278311517
16.4,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9812251105,0.053184430845
16.4,Lxy0.2_11.0_pt25_Inf_2isomu,2.96139771,5.05092591,1.80753435,8.20216866,1.20317376,3.79012062,3.942304842,0.04780550823
16.4,Lxy0.2_11.0_pt25_Inf_012isomu,7.873164900000001,11.764174140000002,5.431855185,17.043594794999994,3.967226505,8.28803826,8.817473241,0.058506415551
16.4,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.921693322,0.04375804074
16.4,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9527210439999996,0.028362219794999997
16.4,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.8060393980000002,0.06788777718
16.4,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.6363278305,0.06627955698
16.4,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.911757616,0.042802906139999986
16.4,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9800125810000004,0.044671318965
16.4,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.94890601,0.034731346139999994
16.4,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.994433452,0.061523736480000014
16.4,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.89159416,0.03935485827
16.4,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.686522656,0.057202377
16.4,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.83962861,0.04474618785
16.4,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.479948374,0.07417360062
16.4,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9510850915,0.031971131009999994
16.4,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.710199232,0.0439919238
16.4,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8428812685000002,0.03913814268
16.5,Lxy0.2_11.0_pt0_Inf_2isomu,4.3359000000000005,6.928334610000001,2.8170342300000004,10.64333373,1.96459629,5.647076160000001,5.818734441000001,0.06681882053999999
16.5,Lxy0.2_11.0_pt0_Inf_012isomu,9.0,13.3047,6.2757000000000005,19.0728,4.6404,7.7048999999999985,8.348787,0.0956052
16.5,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9062407465,0.0367377192
16.5,Lxy0.2_11.0_pt25_Inf_2isomu,3.0234,5.13252384,1.84397166,8.3052798,1.20452256,3.88748772,4.084885506,0.12061400789999999
16.5,Lxy0.2_11.0_pt25_Inf_012isomu,8.0334,11.97217602,5.5623261600000005,17.324027100000002,4.079360520000002,7.09429554,7.7735114765999995,0.10710691218
16.5,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.915927922,0.0519616284
16.5,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8697108895000003,0.045173652615
16.5,Lxy1.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.899650276,0.04141056204
16.5,Lxy1.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9196748035000004,0.03651715431
16.5,Lxy2.4_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.0249132000000003,0.05318888988
16.5,Lxy2.4_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9821874355,0.051402012479999995
16.5,Lxy2.4_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9199252660000004,0.03298250814
16.5,Lxy3.1_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,3.00031416,0.07710376908
16.5,Lxy3.1_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,3.008035485,0.15017120118
16.5,Lxy3.1_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.848741794,0.04081749456
16.5,Lxy3.1_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9794929255,0.03717076545
16.5,Lxy7.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.9625892260000004,0.051913391219999994
16.5,Lxy7.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.922965955,0.0523158363
16.5,Lxy7.0_11.0_pt25_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.881758318,0.05242708836
16.5,Lxy7.0_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.961612927,0.04940846001
16.6,Lxy0.2_11.0_pt0_Inf_2isomu,4.28233623,6.84260937,2.73687312,10.52390847,1.84022298,4.78355598,5.110905798,0.08067846381
16.6,Lxy0.2_11.0_pt0_Inf_012isomu,8.91225,13.210628175,6.214511925,18.9617031,4.5951561,6.699338325,6.9752437605,0.112035003525
16.6,Lxy2.4_11.0_pt25_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.9444450489999996,0.06781581261
16.6,Lxy0.2_11.0_pt25_Inf_2isomu,3.0,5.1165,1.8312,8.2932,1.2186,3.8529,3.98757,0.03756
16.6,Lxy0.2_11.0_pt25_Inf_012isomu,7.996260600000001,11.916183960000005,5.505608970000001,17.267773140000006,4.060376640000001,6.811984080000001,7.605313683300003,0.12420538920000003
16.6,Lxy1.0_11.0_pt0_Inf_2isomu,1.9218,3.71426286,0.99818292,5.83977366,0.5630873999999999,1.92160782,2.950750938,0.02713946742
16.6,Lxy1.0_11.0_pt0_Inf_012isomu,1.92465,3.712072455,0.99966321,5.848433955,0.56392245,1.92157056,2.8990810485000003,0.053243902530000005
